GEOID	County	Population5YearsAndOver	SpeakALanguageOtherThanEnglish	Spanish	IndoEuropean	AsianPacificIsland	Other
US24033	"Prince George's County, Maryland"	848758	231502	141648	30492	22646	36716
US24035	"Queen Anne's County, Maryland"	47119	2644	1530	613	419	82
US24037	"St. Mary's County, Maryland"	105144	7669	3183	2353	1776	357
US24039	"Somerset County, Maryland"	24485	1439	395	270	319	455
US24041	"Talbot County, Maryland"	35506	2779	1834	710	188	47
US24043	"Washington County, Maryland"	141450	10609	5447	2756	1269	1137
US24045	"Wicomico County, Maryland"	96354	10780	4230	4320	1418	812
US24047	"Worcester County, Maryland"	49634	2721	978	781	622	340
US24510	"Baltimore city, Maryland"	569973	56188	23583	15023	8508	9074
US25001	"Barnstable County, Massachusetts"	205651	18807	4613	11392	1415	1387
US25003	"Berkshire County, Massachusetts"	121074	9597	4235	3458	1305	599
US25005	"Bristol County, Massachusetts"	531420	112436	29694	72296	6497	3949
US25007	"Dukes County, Massachusetts"	16676	2084	114	1865	59	46
US25009	"Essex County, Massachusetts"	739518	195635	129268	44024	15326	7017
US25011	"Franklin County, Massachusetts"	67515	4443	1621	1937	655	230
US25013	"Hampden County, Massachusetts"	441817	113610	78101	24848	7191	3470
US25015	"Hampshire County, Massachusetts"	155497	19671	5333	7945	5119	1274
US25017	"Middlesex County, Massachusetts"	1514413	402059	91042	175069	110039	25909
US25019	"Nantucket County, Massachusetts"	10464	1226	461	571	95	99
US25021	"Norfolk County, Massachusetts"	662934	147255	21193	60713	53976	11373
US25023	"Plymouth County, Massachusetts"	487969	66204	12883	47065	3702	2554
US25025	"Suffolk County, Massachusetts"	754314	300686	147404	84872	50299	18111
US25027	"Worcester County, Massachusetts"	780275	153593	66474	48481	24024	14614
US26001	"Alcona County, Michigan"	10037	221	100	62	50	9
US26003	"Alger County, Michigan"	8822	133	75	22	2	34
US26005	"Allegan County, Michigan"	108948	6586	5214	994	309	69
US26007	"Alpena County, Michigan"	27158	818	201	405	156	56
US26009	"Antrim County, Michigan"	22203	512	297	158	39	18
US26011	"Arenac County, Michigan"	14388	257	143	49	47	18
US26013	"Baraga County, Michigan"	8071	260	82	14	18	146
US26015	"Barry County, Michigan"	57183	1433	696	483	232	22
US26017	"Bay County, Michigan"	98979	2127	847	687	288	305
US26019	"Benzie County, Michigan"	16779	628	244	327	31	26
US26021	"Berrien County, Michigan"	145176	11066	5508	3137	1703	718
US26023	"Branch County, Michigan"	40906	3306	1212	1097	308	689
US26025	"Calhoun County, Michigan"	125909	8048	3826	1262	2371	589
US26027	"Cass County, Michigan"	48948	1551	886	244	322	99
US26029	"Charlevoix County, Michigan"	25034	737	188	384	100	65
US26031	"Cheboygan County, Michigan"	24400	816	325	269	55	167
US26033	"Chippewa County, Michigan"	35797	1140	392	258	250	240
US26035	"Clare County, Michigan"	28974	1553	154	1324	35	40
US26037	"Clinton County, Michigan"	74023	3178	1366	812	768	232
US26039	"Crawford County, Michigan"	13243	315	123	144	23	25
US26041	"Delta County, Michigan"	34217	646	250	216	81	99
US26043	"Dickinson County, Michigan"	24178	444	118	166	119	41
US26045	"Eaton County, Michigan"	103452	6933	2906	2721	995	311
US26047	"Emmet County, Michigan"	31501	1057	305	376	109	267
US26049	"Genesee County, Michigan"	383691	13866	4634	3473	2357	3402
US26051	"Gladwin County, Michigan"	23947	857	86	766	0	5
US26053	"Gogebic County, Michigan"	14502	374	112	96	64	102
US26055	"Grand Traverse County, Michigan"	87381	3384	1318	1494	467	105
US26057	"Gratiot County, Michigan"	38929	1451	885	390	134	42
US26059	"Hillsdale County, Michigan"	43020	1862	500	1111	118	133
US26061	"Houghton County, Michigan"	34186	2137	349	673	658	457
US26063	"Huron County, Michigan"	29814	1090	390	565	105	30
US26065	"Ingham County, Michigan"	274322	34888	8887	8481	12509	5011
US26067	"Ionia County, Michigan"	60631	1760	1048	394	225	93
US26069	"Iosco County, Michigan"	24070	903	439	283	104	77
US26071	"Iron County, Michigan"	10731	259	92	86	50	31
US26073	"Isabella County, Michigan"	67390	3948	994	1390	815	749
US26075	"Jackson County, Michigan"	149578	4670	2079	1444	875	272
US26077	"Kalamazoo County, Michigan"	246881	18043	6985	5314	3119	2625
US26079	"Kalkaska County, Michigan"	16694	499	335	116	33	15
US26081	"Kent County, Michigan"	604210	75566	44544	12934	11795	6293
US26083	"Keweenaw County, Michigan"	2036	24	5	10	0	9
US26085	"Lake County, Michigan"	11339	330	165	128	30	7
US26087	"Lapeer County, Michigan"	83727	3427	2220	786	339	82
US26089	"Leelanau County, Michigan"	20772	954	598	289	31	36
US26091	"Lenawee County, Michigan"	93105	4695	3353	808	259	275
US26093	"Livingston County, Michigan"	180123	5258	1859	1995	923	481
US26095	"Luce County, Michigan"	6074	298	157	68	30	43
US26097	"Mackinac County, Michigan"	10391	509	70	245	48	146
US26099	"Macomb County, Michigan"	822586	116929	12120	51224	15294	38291
US26101	"Manistee County, Michigan"	23527	905	417	242	64	182
US26103	"Marquette County, Michigan"	63498	1821	471	504	366	480
US26105	"Mason County, Michigan"	27456	979	672	214	58	35
US26107	"Mecosta County, Michigan"	41173	1391	434	594	233	130
US26109	"Menominee County, Michigan"	22064	457	133	189	67	68
US26111	"Midland County, Michigan"	78760	3493	728	1365	1175	225
US26113	"Missaukee County, Michigan"	14039	452	270	155	11	16
US26115	"Monroe County, Michigan"	141887	4747	1957	1337	466	987
US26117	"Montcalm County, Michigan"	59829	2162	1095	845	144	78
US26119	"Montmorency County, Michigan"	8947	132	56	51	12	13
US26121	"Muskegon County, Michigan"	162682	5619	3683	1010	548	378
US26123	"Newaygo County, Michigan"	45580	2543	1622	721	85	115
US26125	"Oakland County, Michigan"	1185129	181851	31763	64059	52074	33955
US26127	"Oceana County, Michigan"	24970	3253	2956	248	16	33
US26129	"Ogemaw County, Michigan"	19933	397	129	172	52	44
US26131	"Ontonagon County, Michigan"	5732	120	11	43	0	66
US26133	"Osceola County, Michigan"	21997	866	182	662	12	10
US26135	"Oscoda County, Michigan"	7816	611	82	453	7	69
US26137	"Otsego County, Michigan"	23220	388	66	191	60	71
US26139	"Ottawa County, Michigan"	268695	25593	17342	2966	4736	549
US26141	"Presque Isle County, Michigan"	12219	495	142	303	48	2
US26143	"Roscommon County, Michigan"	22977	378	149	166	43	20
US26145	"Saginaw County, Michigan"	180798	8060	4252	1965	1125	718
US26147	"St. Clair County, Michigan"	151253	4499	1774	1710	432	583
US26149	"St. Joseph County, Michigan"	56803	5612	3450	2024	88	50
US26151	"Sanilac County, Michigan"	39150	2107	788	1167	93	59
US26153	"Schoolcraft County, Michigan"	7713	122	24	69	29	0
US26155	"Shiawassee County, Michigan"	64765	1128	510	348	171	99
US26157	"Tuscola County, Michigan"	50195	1288	572	571	80	65
US26159	"Van Buren County, Michigan"	70782	6790	5755	548	397	90
US26161	"Washtenaw County, Michigan"	348965	52974	10441	15786	20235	6512
US26163	"Wayne County, Michigan"	1641916	240082	68558	58474	20769	92281
US26165	"Wexford County, Michigan"	31245	734	161	420	92	61
US27001	"Aitkin County, Minnesota"	15265	411	95	134	52	130
US27003	"Anoka County, Minnesota"	328375	37922	10265	7732	9824	10101
US27005	"Becker County, Minnesota"	31848	945	237	243	145	320
US27007	"Beltrami County, Minnesota"	43166	1803	360	328	215	900
US27009	"Benton County, Minnesota"	37322	1837	525	373	192	747
US27011	"Big Stone County, Minnesota"	4702	181	71	108	0	2
US27013	"Blue Earth County, Minnesota"	63131	4344	1437	968	703	1236
US27015	"Brown County, Minnesota"	23773	1146	770	277	82	17
US27017	"Carlton County, Minnesota"	33759	1184	202	313	116	553
US27019	"Carver County, Minnesota"	95352	7024	3150	1225	1936	713
US27021	"Cass County, Minnesota"	27619	947	192	216	106	433
US27023	"Chippewa County, Minnesota"	11105	926	690	54	137	45
US27025	"Chisago County, Minnesota"	52214	1542	804	202	481	55
US27027	"Clay County, Minnesota"	58915	4048	1033	1055	672	1288
US27029	"Clearwater County, Minnesota"	8269	329	61	170	21	77
US27031	"Cook County, Minnesota"	5139	348	121	113	41	73
US27033	"Cottonwood County, Minnesota"	10525	1055	560	127	350	18
US27035	"Crow Wing County, Minnesota"	60693	1226	383	407	257	179
US27037	"Dakota County, Minnesota"	394124	51366	19591	9829	11639	10307
US27039	"Dodge County, Minnesota"	19362	1080	810	104	163	3
US27041	"Douglas County, Minnesota"	35386	747	283	274	131	59
US27043	"Faribault County, Minnesota"	12979	578	487	50	39	2
US27045	"Fillmore County, Minnesota"	19594	1108	186	850	45	27
US27047	"Freeborn County, Minnesota"	28769	2670	1827	187	589	67
US27049	"Goodhue County, Minnesota"	43624	1819	1160	355	217	87
US27051	"Grant County, Minnesota"	5588	94	57	36	0	1
US27053	"Hennepin County, Minnesota"	1165038	213118	66184	37318	55630	53986
US27055	"Houston County, Minnesota"	17626	396	181	142	55	18
US27057	"Hubbard County, Minnesota"	19886	623	264	183	103	73
US27059	"Isanti County, Minnesota"	37088	1125	321	248	420	136
US27061	"Itasca County, Minnesota"	42753	1019	343	306	86	284
US27063	"Jackson County, Minnesota"	9391	509	206	171	132	0
US27065	"Kanabec County, Minnesota"	15261	424	74	237	108	5
US27067	"Kandiyohi County, Minnesota"	39939	5721	3626	358	364	1373
US27069	"Kittson County, Minnesota"	4067	118	52	40	15	11
US27071	"Koochiching County, Minnesota"	12007	519	148	198	24	149
US27073	"Lac qui Parle County, Minnesota"	6409	272	117	92	39	24
US27075	"Lake County, Minnesota"	10071	180	35	53	38	54
US27077	"Lake of the Woods County, Minnesota"	3561	36	23	9	3	1
US27079	"Le Sueur County, Minnesota"	26506	1581	1193	192	85	111
US27081	"Lincoln County, Minnesota"	5331	69	29	30	0	10
US27083	"Lyon County, Minnesota"	23892	2722	1174	186	854	508
US27085	"McLeod County, Minnesota"	33755	1902	1424	285	153	40
US27087	"Mahnomen County, Minnesota"	5019	412	33	96	10	273
US27089	"Marshall County, Minnesota"	8811	402	261	92	26	23
US27091	"Martin County, Minnesota"	18779	707	504	107	82	14
US27093	"Meeker County, Minnesota"	21692	825	633	121	40	31
US27095	"Mille Lacs County, Minnesota"	24203	745	217	176	59	293
US27097	"Morrison County, Minnesota"	31143	854	466	285	93	10
US27099	"Mower County, Minnesota"	37219	6571	3725	300	1535	1011
US27101	"Murray County, Minnesota"	7858	424	262	66	92	4
US27103	"Nicollet County, Minnesota"	31972	1907	980	190	373	364
US27105	"Nobles County, Minnesota"	19909	6402	4682	59	1256	405
US27107	"Norman County, Minnesota"	6163	286	117	61	43	65
US27109	"Olmsted County, Minnesota"	143989	20051	4734	3687	5566	6064
US27111	"Otter Tail County, Minnesota"	54792	2753	1324	808	273	348
US27113	"Pennington County, Minnesota"	13249	689	427	137	67	58
US27115	"Pine County, Minnesota"	27851	1253	597	322	118	216
US27117	"Pipestone County, Minnesota"	8580	620	415	34	19	152
US27119	"Polk County, Minnesota"	29357	2060	875	455	236	494
US27121	"Pope County, Minnesota"	10422	226	117	75	31	3
US27123	"Ramsey County, Minnesota"	506421	118446	26662	12548	58621	20615
US27125	"Red Lake County, Minnesota"	3755	123	67	35	0	21
US27127	"Redwood County, Minnesota"	14334	638	166	79	303	90
US27129	"Renville County, Minnesota"	13762	1051	927	67	48	9
US27131	"Rice County, Minnesota"	62427	8442	4368	792	1150	2132
US27133	"Rock County, Minnesota"	8771	228	112	78	37	1
US27135	"Roseau County, Minnesota"	14464	516	55	156	288	17
US27137	"St. Louis County, Minnesota"	189588	7100	2058	1967	1223	1852
US27139	"Scott County, Minnesota"	135128	18053	5818	3941	5591	2703
US27141	"Sherburne County, Minnesota"	88233	4323	1658	936	746	983
US27143	"Sibley County, Minnesota"	14045	1332	1107	145	34	46
US27145	"Stearns County, Minnesota"	148257	14582	4236	1964	2210	6172
US27147	"Steele County, Minnesota"	34393	2681	1546	181	194	760
US27149	"Stevens County, Minnesota"	9235	854	578	71	170	35
US27151	"Swift County, Minnesota"	8825	488	318	94	63	13
US27153	"Todd County, Minnesota"	22839	2403	1270	1004	48	81
US27155	"Traverse County, Minnesota"	3151	122	74	15	6	27
US27157	"Wabasha County, Minnesota"	20352	697	477	155	37	28
US27159	"Wadena County, Minnesota"	12718	423	77	137	33	176
US27161	"Waseca County, Minnesota"	17660	901	631	50	75	145
US27163	"Washington County, Minnesota"	240609	23488	6355	5017	8806	3310
US27165	"Watonwan County, Minnesota"	10142	2155	1944	11	78	122
US27167	"Wilkin County, Minnesota"	5924	84	31	47	2	4
US27169	"Winona County, Minnesota"	48282	2973	932	1067	812	162
US27171	"Wright County, Minnesota"	125009	5075	2810	1053	795	417
US27173	"Yellow Medicine County, Minnesota"	9203	370	237	49	35	49
US28001	"Adams County, Mississippi"	29361	2670	2383	151	61	75
US28003	"Alcorn County, Mississippi"	34912	960	808	52	52	48
US28005	"Amite County, Mississippi"	11739	123	61	47	15	0
US28007	"Attala County, Mississippi"	17252	392	329	21	42	0
US28009	"Benton County, Mississippi"	7918	208	179	29	0	0
US28011	"Bolivar County, Mississippi"	29664	991	697	126	110	58
US28013	"Calhoun County, Mississippi"	13640	717	670	0	11	36
US28015	"Carroll County, Mississippi"	9619	3	3	0	0	0
US28017	"Chickasaw County, Mississippi"	15942	556	503	42	11	0
US28019	"Choctaw County, Mississippi"	7853	28	19	0	2	7
US28021	"Claiborne County, Mississippi"	8543	207	36	106	3	62
US28023	"Clarke County, Mississippi"	14868	75	47	28	0	0
US28025	"Clay County, Mississippi"	18522	163	66	60	37	0
US28027	"Coahoma County, Mississippi"	21353	294	81	68	38	107
US28029	"Copiah County, Mississippi"	26755	765	616	123	0	26
US28031	"Covington County, Mississippi"	17686	209	114	52	0	43
US28033	"DeSoto County, Mississippi"	168004	9306	6430	666	1660	550
US28035	"Forrest County, Mississippi"	70206	2509	1500	438	425	146
US28037	"Franklin County, Mississippi"	7305	28	1	9	0	18
US28039	"George County, Mississippi"	22179	821	659	26	107	29
US28041	"Greene County, Mississippi"	13004	191	180	9	0	2
US28043	"Grenada County, Mississippi"	19750	162	66	48	40	8
US28045	"Hancock County, Mississippi"	44332	1591	814	446	268	63
US28047	"Harrison County, Mississippi"	190987	13021	6576	1593	4169	683
US28049	"Hinds County, Mississippi"	223213	6218	3506	1359	850	503
US28051	"Holmes County, Mississippi"	16532	153	104	46	3	0
US28053	"Humphreys County, Mississippi"	7875	166	159	0	3	4
US28055	"Issaquena County, Mississippi"	1269	8	8	0	0	0
US28057	"Itawamba County, Mississippi"	22211	318	213	89	0	16
US28059	"Jackson County, Mississippi"	134271	8949	5906	817	2087	139
US28061	"Jasper County, Mississippi"	15484	65	3	48	14	0
US28063	"Jefferson County, Mississippi"	6773	157	87	33	30	7
US28065	"Jefferson Davis County, Mississippi"	10818	86	22	58	0	6
US28067	"Jones County, Mississippi"	63523	2723	2371	135	120	97
US28069	"Kemper County, Mississippi"	9524	175	12	7	0	156
US28071	"Lafayette County, Mississippi"	50741	2661	1088	430	595	548
US28073	"Lamar County, Mississippi"	57919	2624	1262	341	670	351
US28075	"Lauderdale County, Mississippi"	71556	2156	1252	463	175	266
US28077	"Lawrence County, Mississippi"	11846	183	114	26	20	23
US28079	"Leake County, Mississippi"	21396	1538	933	77	62	466
US28081	"Lee County, Mississippi"	79295	2645	1614	252	593	186
US28083	"Leflore County, Mississippi"	27029	843	690	20	133	0
US28085	"Lincoln County, Mississippi"	32153	355	155	165	35	0
US28087	"Lowndes County, Mississippi"	55266	1696	817	265	436	178
US28089	"Madison County, Mississippi"	97949	6233	2330	2500	817	586
US28091	"Marion County, Mississippi"	23543	689	552	31	98	8
US28093	"Marshall County, Mississippi"	33579	1625	1455	101	0	69
US28095	"Monroe County, Mississippi"	33591	438	380	27	31	0
US28097	"Montgomery County, Mississippi"	9467	133	88	16	29	0
US28099	"Neshoba County, Mississippi"	27304	2571	481	26	114	1950
US28101	"Newton County, Mississippi"	20021	793	277	29	77	410
US28103	"Noxubee County, Mississippi"	9917	99	88	11	0	0
US28105	"Oktibbeha County, Mississippi"	46944	2414	442	589	1189	194
US28107	"Panola County, Mississippi"	31715	579	461	0	80	38
US28109	"Pearl River County, Mississippi"	52137	1269	856	277	130	6
US28111	"Perry County, Mississippi"	11287	113	30	36	7	40
US28113	"Pike County, Mississippi"	36837	1009	687	196	109	17
US28115	"Pontotoc County, Mississippi"	29388	1985	1705	265	15	0
US28117	"Prentiss County, Mississippi"	23695	702	289	24	389	0
US28119	"Quitman County, Mississippi"	6739	30	20	0	10	0
US28121	"Rankin County, Mississippi"	143507	6398	3579	940	1466	413
US28123	"Scott County, Mississippi"	26443	3070	2847	57	26	140
US28125	"Sharkey County, Mississippi"	4187	6	6	0	0	0
US28127	"Simpson County, Mississippi"	25359	420	120	266	34	0
US28129	"Smith County, Mississippi"	15109	301	184	0	117	0
US28131	"Stone County, Mississippi"	17300	327	161	141	17	8
US28133	"Sunflower County, Mississippi"	24609	342	321	15	5	1
US28135	"Tallahatchie County, Mississippi"	13394	1013	938	19	53	3
US28137	"Tate County, Mississippi"	26767	731	594	55	57	25
US28139	"Tippah County, Mississippi"	20638	899	824	29	17	29
US28141	"Tishomingo County, Mississippi"	18362	329	303	0	14	12
US28143	"Tunica County, Mississippi"	9048	331	75	24	153	79
US28145	"Union County, Mississippi"	26682	962	866	14	0	82
US28147	"Walthall County, Mississippi"	13625	182	121	61	0	0
US28149	"Warren County, Mississippi"	43576	1319	601	478	36	204
US28151	"Washington County, Mississippi"	42603	1058	636	324	37	61
US28153	"Wayne County, Mississippi"	18983	329	303	0	26	0
US28155	"Webster County, Mississippi"	9199	55	21	13	21	0
US28157	"Wilkinson County, Mississippi"	8368	7	0	0	7	0
US28159	"Winston County, Mississippi"	17299	312	154	0	2	156
US28161	"Yalobusha County, Mississippi"	11596	264	181	53	21	9
US28163	"Yazoo County, Mississippi"	26916	1962	1662	215	35	50
US29001	"Adair County, Missouri"	24049	1429	295	676	436	22
US29003	"Andrew County, Missouri"	16508	393	265	126	2	0
US29005	"Atchison County, Missouri"	4971	57	33	10	14	0
US29007	"Audrain County, Missouri"	24047	1040	543	464	14	19
US29009	"Barry County, Missouri"	33477	2810	2307	181	322	0
US29011	"Barton County, Missouri"	11137	290	166	120	4	0
US29013	"Bates County, Missouri"	15309	316	89	148	39	40
US29015	"Benton County, Missouri"	18280	661	99	550	12	0
US29017	"Bollinger County, Missouri"	11589	167	20	103	44	0
US29019	"Boone County, Missouri"	167245	13769	3573	3723	4781	1692
US29021	"Buchanan County, Missouri"	82794	5165	3274	670	833	388
US29023	"Butler County, Missouri"	40023	970	508	289	145	28
US29025	"Caldwell County, Missouri"	8505	255	96	118	40	1
US29027	"Callaway County, Missouri"	42425	896	433	146	272	45
US29029	"Camden County, Missouri"	43519	1588	867	676	45	0
US29031	"Cape Girardeau County, Missouri"	73970	2754	903	665	966	220
US29033	"Carroll County, Missouri"	8248	371	46	247	43	35
US29035	"Carter County, Missouri"	5769	24	16	0	8	0
US29037	"Cass County, Missouri"	97479	3617	2352	607	498	160
US29039	"Cedar County, Missouri"	13119	326	159	167	0	0
US29041	"Chariton County, Missouri"	6995	56	6	50	0	0
US29043	"Christian County, Missouri"	80241	2886	1543	791	431	121
US29045	"Clark County, Missouri"	6380	374	35	314	25	0
US29047	"Clay County, Missouri"	226715	16475	6861	3073	3699	2842
US29049	"Clinton County, Missouri"	19404	285	100	98	56	31
US29051	"Cole County, Missouri"	72131	3207	1430	962	405	410
US29053	"Cooper County, Missouri"	16683	470	95	271	57	47
US29055	"Crawford County, Missouri"	22783	413	305	89	19	0
US29057	"Dade County, Missouri"	7216	238	59	91	88	0
US29059	"Dallas County, Missouri"	15569	849	133	685	31	0
US29061	"Daviess County, Missouri"	7744	937	57	861	19	0
US29063	"DeKalb County, Missouri"	11955	152	60	55	31	6
US29065	"Dent County, Missouri"	14679	316	119	193	0	4
US29067	"Douglas County, Missouri"	12554	137	114	23	0	0
US29069	"Dunklin County, Missouri"	27960	2130	1880	198	43	9
US29071	"Franklin County, Missouri"	96965	1811	738	624	369	80
US29073	"Gasconade County, Missouri"	13966	231	64	144	15	8
US29075	"Gentry County, Missouri"	6151	238	15	177	37	9
US29077	"Greene County, Missouri"	272340	13936	6160	2651	4336	789
US29079	"Grundy County, Missouri"	9277	737	214	424	91	8
US29081	"Harrison County, Missouri"	7921	503	133	337	8	25
US29083	"Henry County, Missouri"	20484	702	397	252	36	17
US29085	"Hickory County, Missouri"	8999	386	27	351	8	0
